基金代码,信息发布日期,期初份额(份),期末份额(份)
UDMUXS,2020-09-07,,
UDMUXS,2020-09-08,,
UDMUXS,2020-09-09,,
UDMUXS,2020-09-10,,
UDMUXS,2020-09-11,,
UDMUXS,2020-09-14,,
UDMUXS,2020-09-15,,
UDMUXS,2020-09-16,,
UDMUXS,2020-09-17,,
UDMUXS,2020-09-18,,
UDMUXS,2020-09-21,,
UDMUXS,2020-09-22,,
UDMUXS,2020-09-23,,
UDMUXS,2020-09-24,,
UDMUXS,2020-09-25,,
UDMUXS,2020-09-28,,
UDMUXS,2020-09-29,,
UDMUXS,2020-10-28,583067185.2106895,633809043.5845515
UDMUXS,2020-09-30,,
UDMUXS,2020-10-28,,633808295.5345211
UDMUXS,2020-10-09,,
UDMUXS,2020-10-12,,
UDMUXS,2020-10-13,,
UDMUXS,2020-10-14,,
UDMUXS,2020-10-15,,
UDMUXS,2020-10-16,,
UDMUXS,2020-10-19,,
UDMUXS,2020-10-20,,
UDMUXS,2020-10-21,,
UDMUXS,2020-10-22,,
UDMUXS,2020-10-23,,
UDMUXS,2020-10-26,,
UDMUXS,2020-10-27,,
UDMUXS,2020-10-28,,
UDMUXS,2020-10-29,,
UDMUXS,2020-10-30,,
UDMUXS,2020-11-02,,
UDMUXS,2020-11-03,,
UDMUXS,2020-11-04,,
UDMUXS,2020-11-05,,
UDMUXS,2020-11-06,,
UDMUXS,2020-11-09,,
UDMUXS,2020-11-10,,
UDMUXS,2020-11-11,,
UDMUXS,2020-11-12,,
UDMUXS,2020-11-13,,
UDMUXS,2021-01-22,633807975.6993728,983112927.8744957
UDMUXS,2021-01-22,,983115519.3073449
UDMUXS,2021-03-31,477392758.2401858,983114745.0010803
UDMUXS,2020-11-16,,
UDMXUX,2020-08-31,984950484.3015844,575443222.3875384
UDMXUX,2020-08-03,,
UDMXUX,2020-08-04,,
UDMXUX,2020-08-05,,
UDMXUX,2020-08-06,,
UDMXUX,2020-08-07,,
UDMXUX,2020-08-10,,
UDMXUX,2020-08-11,,
UDMXUX,2020-08-12,,
UDMXUX,2020-08-13,,
UDMXUX,2020-08-14,,
UDMXUX,2020-08-17,,
UDMXUX,2020-08-18,,
UDMXUX,2020-08-19,,
UDMXUX,2020-08-20,,
UDMXUX,2020-08-21,,
UDMXUX,2020-08-24,,
UDMXUX,2020-08-25,,
UDMXUX,2020-08-26,,
UDMXUX,2020-08-27,,
UDMXUX,2020-08-28,,
UDMXUX,2020-08-31,,
UDMXUX,2020-09-01,,
UDMXUX,2020-09-02,,
UDMXUX,2020-09-03,,
UDMXUX,2020-09-04,,
UDMXUX,2020-09-07,,
UDMXUX,2020-09-08,,
UDMXUX,2020-09-09,,
UDMXUX,2020-09-10,,
UDMXUX,2020-09-11,,
UDMXUX,2020-09-14,,
UDMXUX,2020-09-15,,
UDMXUX,2020-09-16,,
UDMXUX,2020-09-17,,
UDMXUX,2020-09-18,,
UDMXUX,2020-09-21,,
UDMXUX,2020-09-22,,
UDMXUX,2020-09-23,,
UDMXUX,2020-09-24,,
UDMXUX,2020-09-25,,
UDMXUX,2020-09-28,,
UDMXUX,2020-09-29,,
UDMXUX,2020-10-28,,433502828.19310194
UDMXUX,2020-10-28,575443898.856273,433504483.8961693
UDMXUX,2020-09-30,,
UDMXUX,2020-10-09,,
UDMXUX,2020-10-12,,
UDMXUX,2020-10-13,,
UDMXUX,2020-10-14,,
UDMXUX,2020-10-15,,
UDMXUX,2020-10-16,,
UDMXUX,2020-10-19,,
UDMXUX,2020-10-20,,
UDMXUX,2020-10-21,,
UDMXUX,2020-10-22,,
UDMXUX,2020-10-23,,
UDMXUX,2020-10-26,,
UDMXUX,2020-10-27,,
UDMXUX,2020-10-28,,
UDMXUX,2020-10-29,,
UDMXUX,2020-10-30,,
UDMXUX,2020-11-02,,
UDMXUX,2020-11-03,,
UDMXUX,2020-11-04,,
UDMXUX,2020-11-05,,
UDMXUX,2020-11-06,,
UDMXUX,2020-11-09,,
UDMXUX,2020-11-10,,
UDMXUX,2020-11-11,,
UDMXUX,2020-11-12,,
UDMXUX,2020-11-13,,
UDMXUX,2020-11-16,,
UDMXUX,2020-11-17,,
UDMXUX,2020-11-18,,
UDMXUX,2020-11-19,,
UDMXUX,2020-11-20,,
UDMXUX,2020-11-23,,
UDMXUX,2020-11-24,,
UDMXUX,2020-11-25,,
UDMXUX,2020-11-26,,
UDMXUX,2020-11-27,,
UDMXUX,2020-11-30,,
UDMXUX,2020-12-01,,
UDMXUX,2020-12-02,,
UDMXUX,2020-12-03,,
UDMXUX,2020-12-04,,
UDMXUX,2020-12-07,,
UDMXUX,2020-12-08,,
UDMXUX,2020-12-09,,
UDMXUX,2020-12-10,,
UDMXUX,2020-12-11,,
UDMXUX,2020-12-14,,
UDMXUX,2020-12-15,,
UDMXUX,2020-12-16,,
UDMXUX,2020-12-17,,
UDMXUX,2020-12-18,,
UDMXUX,2020-12-21,,
UDMXUX,2020-12-22,,
UDMXUX,2020-12-23,,
UDMXUX,2020-12-24,,
UDMXUX,2020-12-25,,
UDMXUX,2020-12-28,,
UDMXUX,2020-12-29,,
UDMXUX,2020-12-30,,
UDMXUX,2020-12-31,,
UDMXUX,2021-03-30,984949916.9798195,382323122.86816365
UDMXUX,2021-01-22,,382324598.8992654
UDMXUX,2021-01-22,433501696.77564543,382323142.34118617
UDMXUX,2021-01-04,,
UDMXUX,2021-01-05,,
UDMXUX,2021-01-06,,
UDMXUX,2021-01-07,,
UDMXUX,2021-01-08,,
UDMXUX,2021-01-11,,
UDMXUX,2021-01-12,,
UDMXUX,2021-01-13,,
UDMXUX,2021-01-14,,
UDMXUX,2021-01-15,,
UDMXUX,2021-01-18,,
UDMXUX,2021-01-19,,
UDMXUX,2021-01-20,,
UDMXUX,2021-01-21,,
UDMXUX,2021-01-22,,
UDMXUX,2021-01-25,,
UDMXUX,2021-01-26,,
UDMXUX,2021-01-27,,
UDMXUX,2021-01-28,,
UDMXUX,2021-01-29,,
UDMXUX,2021-02-01,,
UDMXUX,2021-02-02,,
UDMXUX,2021-02-03,,
UDMXUX,2021-02-04,,
UDMXUX,2021-02-05,,
UDMXUX,2021-02-08,,
UDMXUX,2021-02-09,,
UDMXUX,2021-02-10,,
UDMXUX,2021-02-18,,
UDMXUX,2021-02-19,,
UDMXUX,2021-02-22,,
UDMXUX,2021-02-23,,
UDMXUX,2021-02-24,,
UDMXUX,2021-02-25,,
UDMXUX,2021-02-26,,
UDMXUX,2021-03-01,,
UDMXUX,2021-03-02,,
UDMXUX,2021-03-03,,
UDMXUX,2021-03-04,,
UDMXUX,2021-03-05,,
UDMXUX,2021-03-08,,
UDMXUX,2021-03-09,,
UDMXUX,2021-03-10,,
UDMXUX,2021-03-11,,
UDMXUX,2021-03-12,,
UDMXUX,2021-03-15,,
UDMXUX,2021-03-16,,
UDMXUX,2021-03-17,,
UDMXUX,2021-03-18,,
UDMXUX,2021-03-19,,
UDMXUX,2021-03-22,,
UDMXUX,2021-03-23,,
UDMXUX,2021-03-24,,
UDMXUX,2021-03-25,,
UDMXUX,2021-03-26,,
UDMXUX,2021-03-29,,
UDMXUX,2021-03-30,,
UDMXUX,2021-03-31,,
UDMXUX,2021-04-22,382323126.60701066,335635133.599022
UDMXUX,2021-04-22,,335638469.074659
UDMXUX,2021-04-01,,
UDMXUX,2021-04-02,,
UDMXUX,2021-04-06,,
UDMXUX,2021-04-07,,
UDMXUX,2021-04-08,,
UDMXUX,2021-04-09,,
UDMXUX,2021-04-12,,
UDMXUX,2021-04-13,,
UDMXUX,2021-04-14,,
UDMXUX,2021-04-15,,
UDMXUX,2021-04-16,,
UDMXUX,2021-04-19,,
UDMXUX,2021-04-20,,
UDMXUX,2021-04-21,,
UDMXUX,2021-04-22,,
UDMXUX,2021-04-23,,
UDMXUX,2021-04-26,,
UDMXUX,2021-04-27,,
UDMXUX,2021-04-28,,
UDMXUX,2021-04-29,,
UDMXUX,2021-04-30,,
UDMXUX,2021-05-06,,
UDMXUX,2021-05-07,,
UDMXUX,2021-05-10,,
UDMXUX,2021-05-11,,
UDMXUX,2021-05-12,,
UDMXUX,2021-05-13,,
UDMXUX,2021-05-14,,
UDMXUX,2021-05-17,,
UDMXUX,2021-05-18,,
UDMXUX,2021-05-19,,
UDMXUX,2021-05-20,,
UDMXUX,2021-05-21,,
UDMXUX,2021-05-24,,
UDMXUX,2021-05-25,,
UDMXUX,2021-05-26,,
UDMXUX,2021-05-27,,
UDMXUX,2021-05-28,,
UDMXUX,2021-05-31,,
UDMXUX,2021-06-01,,
UDMXUX,2021-06-02,,
UDMXUX,2021-06-03,,
UDMXUX,2021-06-04,,
UDMXUX,2021-06-07,,
UDMXUX,2021-06-08,,
UDMXUX,2021-06-09,,
UDMXUX,2021-06-10,,
UDMXUX,2021-06-11,,
UDMXUX,2021-06-15,,
UDMXUX,2021-06-16,,
UDMXUX,2021-06-17,,
UDMXUX,2021-06-18,,
UDMXUX,2021-06-21,,
UDMXUX,2021-06-22,,
UDMXUX,2021-06-23,,
UDMXUX,2021-06-24,,
UDMXUX,2021-06-25,,
UDMXUX,2021-06-28,,
UDMXUX,2021-06-29,,
UDMXUX,2021-07-21,,315437712.82127345
UDMXUX,2021-07-21,335639063.9586366,315438191.5474091
UDMXUX,2021-08-31,382323014.7148835,315438699.09710824
UDMXUX,2021-06-30,,
UDMXUX,2021-07-01,,
UDMXUX,2021-07-02,,
UDMXUX,2021-07-05,,
UDMXUX,2021-07-06,,
UDMXUX,2021-07-07,,
UDMXUX,2021-07-08,,
UDMXUX,2021-07-09,,
UDMXUX,2021-07-12,,
UDMXUX,2021-07-13,,
UDMXUX,2021-07-14,,
UDMXUX,2021-07-15,,
UDMXUX,2021-07-16,,
UDMXUX,2021-07-19,,
UDMXUX,2021-07-20,,
UDMXUX,2021-07-21,,
UDMXUX,2021-07-22,,
UDMXUX,2021-07-23,,
UDMXUX,2021-07-26,,
UDMXUX,2021-07-27,,
UDMXUX,2021-07-28,,
UDMXUX,2021-07-29,,
UDMXUX,2021-07-30,,
UDMXUX,2021-08-02,,
UDMXUX,2021-08-03,,
UDMXUX,2021-08-04,,
UDMXUX,2021-08-05,,
UDMXUX,2021-08-06,,
UDMXUX,2021-08-09,,
UDMXUX,2021-08-10,,
UDMXUX,2021-08-11,,
UDMXUX,2021-08-12,,
UDMXUX,2021-08-13,,
UDMXUX,2021-08-16,,
UDMXUX,2021-08-17,,
UDMXUX,2021-08-18,,
UDMXUX,2021-08-19,,
UDMXUX,2021-08-20,,
UDMXUX,2021-08-23,,
UDMXUX,2021-08-24,,
UDMXUX,2021-08-25,,
UDMXUX,2021-08-26,,
UDMXUX,2021-08-27,,
UDMXUX,2021-08-30,,
UDMXUX,2021-08-31,,
UDMXUX,2021-09-01,,
UDMXUF,2020-08-31,992063607.5855815,946797086.9468031
UDMXUF,2020-08-03,,
UDMXUF,2020-08-04,,
UDMXUF,2020-08-05,,
UDMXUF,2020-08-06,,
UDMXUF,2020-08-07,,
UDMXUF,2020-08-10,,
UDMXUF,2020-08-11,,
UDMXUF,2020-08-12,,
UDMXUF,2020-08-13,,
UDMXUF,2020-08-14,,
UDMXUF,2020-08-17,,
UDMXUF,2020-08-18,,
UDMXUF,2020-08-19,,
UDMXUF,2020-08-20,,
UDMXUF,2020-08-21,,
UDMXUF,2020-08-24,,
UDMXUF,2020-08-25,,
UDMXUF,2020-08-26,,
UDMXUF,2020-08-27,,
UDMXUF,2020-08-28,,
UDMXUF,2020-08-31,,
UDMXUF,2020-09-01,,
UDMXUF,2020-09-02,,
UDMXUF,2020-09-03,,
UDMXUF,2020-09-04,,
UDMXUF,2020-09-07,,
UDMXUF,2020-09-08,,
UDMXUF,2020-09-09,,
UDMXUF,2020-09-10,,
UDMXUF,2020-09-11,,
UDMXUF,2020-09-14,,
UDMXUF,2020-09-15,,
UDMXUF,2020-09-16,,
UDMXUF,2020-09-17,,
UDMXUF,2020-09-18,,
UDMXUF,2020-09-21,,
UDMXUF,2020-09-22,,
UDMXUF,2020-09-23,,
UDMXUF,2020-09-24,,
UDMXUF,2020-09-25,,
UDMXUF,2020-09-28,,
UDMXUF,2020-09-29,,
UDMXUF,2020-10-28,946798629.4919227,633892583.6759776
UDMXUF,2020-09-30,,
UDMXUF,2020-10-28,,633890511.3422433
UDMXUF,2020-10-09,,
UDMXUF,2020-10-12,,
UDMXUF,2020-10-13,,
UDMXUF,2020-10-14,,
UDMXUF,2020-10-15,,
UDMXUF,2020-10-16,,
UDMXUF,2020-10-19,,
UDMXUF,2020-10-20,,
UDMXUF,2020-10-21,,
UDMXUF,2020-10-22,,
UDMXUF,2020-10-23,,
UDMXUF,2020-10-26,,
UDMXUF,2020-10-27,,
UDMXUF,2020-10-28,,
UDMXUF,2020-10-29,,
UDMXUF,2020-10-30,,
UDMXUF,2020-11-02,,
UDMXUF,2020-11-03,,
UDMXUF,2020-11-04,,
UDMXUF,2020-11-05,,
UDMXUF,2020-11-06,,
UDMXUF,2020-11-09,,
UDMXUF,2020-11-10,,
UDMXUF,2020-11-11,,
UDMXUF,2020-11-12,,
UDMXUF,2020-11-13,,
UDMXUF,2020-11-16,,
UDMXUF,2020-11-17,,
UDMXUF,2020-11-18,,
UDMXUF,2020-11-19,,
UDMXUF,2020-11-20,,
UDMXUF,2020-11-23,,
UDMXUF,2020-11-24,,
UDMXUF,2020-11-25,,
UDMXUF,2020-11-26,,
UDMXUF,2020-11-27,,
UDMXUF,2020-11-30,,
UDMXUF,2020-12-01,,
UDMXUF,2020-12-02,,
UDMXUF,2020-12-03,,
UDMXUF,2020-12-04,,
UDMXUF,2020-12-07,,
UDMXUF,2020-12-08,,
UDMXUF,2020-12-09,,
UDMXUF,2020-12-10,,
UDMXUF,2020-12-11,,
UDMXUF,2020-12-14,,
UDMXUF,2020-12-15,,
UDMXUF,2020-12-16,,
UDMXUF,2020-12-17,,
UDMXUF,2020-12-18,,
UDMXUF,2020-12-21,,
UDMXUF,2020-12-22,,
UDMXUF,2020-12-23,,
UDMXUF,2020-12-24,,
UDMXUF,2020-12-25,,
UDMXUF,2020-12-28,,
UDMXUF,2020-12-29,,
UDMXUF,2020-12-30,,
UDMXUF,2021-01-22,,554602576.9527794
UDMXUF,2021-03-30,992062334.3217059,554602893.4694264
UDMXUF,2021-01-22,633890564.0358683,554603711.4648716
UDMXUF,2020-12-31,,
UDMXUF,2021-01-04,,
UDMXUF,2021-01-05,,
UDMXUF,2021-01-06,,
UDMXUF,2021-01-07,,
UDMXUF,2021-01-08,,
UDMXUF,2021-01-11,,
UDMXUF,2021-01-12,,
UDMXUF,2021-01-13,,
UDMXUF,2021-01-14,,
UDMXUF,2021-01-15,,
UDMXUF,2021-01-18,,
UDMXUF,2021-01-19,,
UDMXUF,2021-01-20,,
UDMXUF,2021-01-21,,
UDMXUF,2021-01-22,,
UDMXUF,2021-01-25,,
UDMXUF,2021-01-26,,
UDMXUF,2021-01-27,,
UDMXUF,2021-01-28,,
UDMXUF,2021-01-29,,
UDMXUF,2021-02-01,,
UDMXUF,2021-02-02,,
UDMXUF,2021-02-03,,
UDMXUF,2021-02-04,,
UDMXUF,2021-02-05,,
UDMXUF,2021-02-08,,
UDMXUF,2021-02-09,,
UDMXUF,2021-02-10,,
UDMXUF,2021-02-18,,
UDMXUF,2021-02-19,,
UDMXUF,2021-02-22,,
UDMXUF,2021-02-23,,
UDMXUF,2021-02-24,,
UDMXUF,2021-02-25,,
UDMXUF,2021-02-26,,
UDMXUF,2021-03-01,,
UDMXUF,2021-03-02,,
UDMXUF,2021-03-03,,
UDMXUF,2021-03-04,,
UDMXUF,2021-03-05,,
UDMXUF,2021-03-08,,
UDMXUF,2021-03-09,,
UDMXUF,2021-03-10,,
UDMXUF,2021-03-11,,
UDMXUF,2021-03-12,,
UDMXUF,2021-03-15,,
UDMXUF,2021-03-16,,
UDMXUF,2021-03-17,,
UDMXUF,2021-03-18,,
UDMXUF,2021-03-19,,
UDMXUF,2021-03-22,,
UDMXUF,2021-03-23,,
UDMXUF,2021-03-24,,
UDMXUF,2021-03-25,,
UDMXUF,2021-03-26,,
UDMXUF,2021-03-29,,
UDMXUF,2021-03-30,,
UDMXUF,2021-04-22,,398340931.5658412
UDMXUF,2021-03-31,,
UDMXUF,2021-04-22,554603827.5848516,398341828.36873364
UDMXUF,2021-04-01,,
UDMXUF,2021-04-02,,
UDMXUF,2021-04-06,,
UDMXUF,2021-04-07,,
UDMXUF,2021-04-08,,
UDMXUF,2021-04-09,,
UDMXUF,2021-04-12,,
UDMXUF,2021-04-13,,
UDMXUF,2021-04-14,,
UDMXUF,2021-04-15,,
UDMXUF,2021-04-16,,
UDMXUF,2021-04-19,,
UDMXUF,2021-04-20,,
UDMXUF,2021-04-21,,
UDMXUF,2021-04-22,,
UDMXUF,2021-04-23,,
UDMXUF,2021-04-26,,
UDMXUF,2021-04-27,,
UDMXUF,2021-04-28,,
UDMXUF,2021-04-29,,
UDMXUF,2021-04-30,,
UDMXUF,2021-05-06,,
UDMXUF,2021-05-07,,
UDMXUF,2021-05-10,,
UDMXUF,2021-05-11,,
UDMXUF,2021-05-12,,
UDMXUF,2021-05-13,,
UDMXUF,2021-05-14,,
UDMXUF,2021-05-17,,
UDMXUF,2021-05-18,,
UDMXUF,2021-05-19,,
UDMXUF,2021-05-20,,
UDMXUF,2021-05-21,,
UDMXUF,2021-05-24,,
UDMXUF,2021-05-25,,
UDMXUF,2021-05-26,,
UDMXUF,2021-05-27,,
UDMXUF,2021-05-28,,
UDMXUF,2021-05-31,,
UDMXUF,2021-06-01,,
UDMXUF,2021-06-02,,
UDMXUF,2021-06-03,,
UDMXUF,2021-06-04,,
UDMXUF,2021-06-07,,
UDMXUF,2021-06-08,,
UDMXUF,2021-06-09,,
UDMXUF,2021-06-10,,
UDMXUF,2021-06-11,,
UDMXUF,2021-06-15,,
UDMXUF,2021-06-16,,
UDMXUF,2021-06-17,,
UDMXUF,2021-06-18,,
UDMXUF,2021-06-21,,
UDMXUF,2021-06-22,,
UDMXUF,2021-06-23,,
UDMXUF,2021-06-24,,
UDMXUF,2021-06-25,,
UDMXUF,2021-06-28,,
UDMXUF,2021-06-29,,
UDMXUF,2021-06-30,,
UDMXUF,2021-07-21,398341083.81382614,287454122.60600764
UDMXUF,2021-07-21,,287453990.79420286
UDMXUF,2021-08-31,554604980.5540451,287454149.4101017
UDMXUF,2021-07-01,,
UDMXUF,2021-07-02,,
UDMXUF,2021-07-05,,
UDMXUF,2021-07-06,,
UDMXUF,2021-07-07,,
UDMXUF,2021-07-08,,
UDMXUF,2021-07-09,,
UDMXUF,2021-07-12,,
UDMXUF,2021-07-13,,
UDMXUF,2021-07-14,,
UDMXUF,2021-07-15,,
UDMXUF,2021-07-16,,
UDMXUF,2021-07-19,,
UDMXUF,2021-07-20,,
UDMXUF,2021-07-21,,
UDMXUF,2021-07-22,,
UDMXUF,2021-07-23,,
UDMXUF,2021-07-26,,
UDMXUF,2021-07-27,,
UDMXUF,2021-07-28,,
UDMXUF,2021-07-29,,
UDMXUF,2021-07-30,,
UDMXUF,2021-08-02,,
UDMXUF,2021-08-03,,
UDMXUF,2021-08-04,,
UDMXUF,2021-08-05,,
UDMXUF,2021-08-06,,
UDMXUF,2021-08-09,,
UDMXUF,2021-08-10,,
UDMXUF,2021-08-11,,
UDMXUF,2021-08-12,,
UDMXUF,2021-08-13,,
UDMXUF,2021-08-16,,
UDMXUF,2021-08-17,,
UDMXUF,2021-08-18,,
UDMXUF,2021-08-19,,
UDMXUF,2021-08-20,,
UDMXUF,2021-08-23,,
UDMXUF,2021-08-24,,
UDMXUF,2021-08-25,,
UDMXUF,2021-08-26,,
UDMXUF,2021-08-27,,
UDMXUF,2021-08-30,,
UDMXUF,2021-08-31,,
UDMXUF,2021-09-01,,
UDMXUA,2021-01-04,,
UDMXUA,2021-01-05,,986115688.988226
UDMXUA,2021-01-05,,
UDMXUA,2021-01-06,,
UDMXUA,2021-01-07,,
UDMXUA,2021-01-08,,
UDMXUA,2021-01-11,,
UDMXUA,2021-01-12,,
UDMXUA,2021-01-13,,
UDMXUA,2021-01-15,,997568830.8606136
UDMXUA,2021-01-14,,
UDMXUA,2021-01-15,,
UDMXUA,2021-01-18,,
UDMXUA,2021-01-19,,
UDMXUA,2021-01-20,,
UDMXUA,2021-01-15,,997568381.6983454
UDMXUA,2021-01-21,,
UDMXUA,2021-01-22,,
UDMXUA,2021-01-25,,
UDMXUA,2021-01-26,,
UDMXUA,2021-01-27,,
UDMXUA,2021-01-28,,
UDMXUA,2021-01-29,,
UDMXUA,2021-02-01,,
UDMXUA,2021-02-02,,
UDMXUA,2021-02-03,,
UDMXUA,2021-02-04,,
UDMXUA,2021-02-05,,
UDMXUA,2021-02-08,,
UDMXUA,2021-02-09,,
UDMXUA,2021-02-10,,
UDMXUA,2021-02-18,,
UDMXUA,2021-02-19,,
UDMXUA,2021-02-22,,
UDMXUA,2021-02-23,,
UDMXUA,2021-02-24,,
UDMXUA,2021-02-25,,
UDMXUA,2021-02-26,,
UDMXUA,2021-03-01,,
UDMXUA,2021-03-02,,
UDMXUA,2021-03-03,,
UDMXUA,2021-03-04,,
UDMXUA,2021-03-05,,
UDMXUA,2021-03-08,,
UDMXUA,2021-03-09,,
UDMXUA,2021-03-10,,
UDMXUA,2021-03-11,,
UDMXUA,2021-03-12,,
UDMXUA,2021-03-15,,
UDMXUA,2021-03-16,,
UDMXUA,2021-03-17,,
UDMXUA,2021-03-18,,
UDMXUA,2021-03-19,,
UDMXUA,2021-03-22,,
UDMXUA,2021-03-23,,
UDMXUA,2021-03-24,,
UDMXUA,2021-03-25,,
UDMXUA,2021-03-26,,
UDMXUA,2021-03-29,,
UDMXUA,2021-03-30,,
UDMXUA,2021-03-31,,
UDMXUA,2021-04-22,,716595711.6834842
UDMXUA,2021-04-22,986113680.9819014,716595877.8235424
UDMXUA,2021-04-01,,
UDMXUA,2021-04-02,,
UDMXUA,2021-04-06,,
UDMXUA,2021-04-07,,
UDMXUA,2021-04-08,,
UDMXUA,2021-04-09,,
UDMXUA,2021-04-12,,
UDMXUA,2021-04-13,,
UDMXUA,2021-04-14,,
UDMXUA,2021-04-15,,
UDMXUA,2021-04-16,,
UDMXUA,2021-04-19,,
UDMXUA,2021-04-20,,
UDMXUA,2021-04-21,,
UDMXUA,2021-04-22,,
UDMXUA,2021-04-23,,
UDMXUA,2021-04-26,,
UDMXUA,2021-04-27,,
UDMXUA,2021-04-28,,
UDMXUA,2021-04-29,,
UDMXUA,2021-04-30,,
UDMXUA,2021-05-06,,
UDMXUA,2021-05-07,,
UDMXUA,2021-05-10,,
UDMXUA,2021-05-11,,
UDMXUA,2021-05-12,,
UDMXUA,2021-05-13,,
UDMXUA,2021-05-14,,
UDMXUA,2021-05-17,,
UDMXUA,2021-05-18,,
UDMXUA,2021-05-19,,
UDMXUA,2021-05-20,,
UDMXUA,2021-05-21,,
UDMXUA,2021-05-24,,
UDMXUA,2021-05-25,,
UDMXUA,2021-05-26,,
UDMXUA,2021-05-27,,
UDMXUA,2021-05-28,,
UDMXUA,2021-05-31,,
UDMXUA,2021-06-01,,
UDMXUA,2021-06-02,,
UDMXUA,2021-06-03,,
UDMXUA,2021-06-04,,
UDMXUA,2021-06-07,,
UDMXUA,2021-06-08,,
UDMXUA,2021-06-09,,
UDMXUA,2021-06-10,,
UDMXUA,2021-06-11,,
UDMXUA,2021-06-15,,
UDMXUA,2021-06-16,,
UDMXUA,2021-06-17,,
UDMXUA,2021-06-18,,
UDMXUA,2021-06-21,,
UDMXUA,2021-06-22,,
UDMXUA,2021-06-23,,
UDMXUA,2021-06-24,,
UDMXUA,2021-06-25,,
UDMXUA,2021-06-28,,
UDMXUA,2021-06-29,,
UDMXUA,2021-06-30,,
UDMXUA,2021-07-21,,726813280.2313031
UDMXUA,2021-08-31,986114385.443165,726812727.629593
UDMXUA,2021-07-21,716595698.0656072,726813081.364103
UDMXUA,2021-07-01,,
UDMXUA,2021-07-02,,
UDMXUA,2021-07-05,,
UDMXUA,2021-07-06,,
UDMXUA,2021-07-07,,
UDMXUA,2021-07-08,,
UDMXUA,2021-07-09,,
UDMXUA,2021-07-12,,
UDMXUA,2021-07-13,,
UDMXUA,2021-07-14,,
UDMXUA,2021-07-15,,
UDMXUA,2021-07-16,,
UDMXUA,2021-07-19,,
UDMXUA,2021-07-20,,
UDMXUA,2021-07-21,,
UDMXUA,2021-07-22,,
UDMXUA,2021-07-23,,
UDMXUA,2021-07-26,,
UDMXUA,2021-07-27,,
UDMXUA,2021-07-28,,
UDMXUA,2021-07-29,,
UDMXUA,2021-07-30,,
UDMXUA,2021-08-02,,
UDMXUA,2021-08-03,,
UDMXUA,2021-08-04,,
UDMXUA,2021-08-05,,
UDMXUA,2021-08-06,,
UDMXUA,2021-08-09,,
UDMXUA,2021-08-10,,
UDMXUA,2021-08-11,,
UDMXUA,2021-08-12,,
UDMXUA,2021-08-13,,
UDMXUA,2021-08-16,,
UDMXUA,2021-08-17,,
UDMXUA,2021-08-18,,
UDMXUA,2021-08-19,,
UDMXUA,2021-08-20,,
UDMXUA,2021-08-23,,
UDMXUA,2021-08-24,,
UDMXUA,2021-08-25,,
UDMXUA,2021-08-26,,
UDMXUA,2021-08-27,,
UDMXUA,2021-08-30,,
UDMXUA,2021-08-31,,
UDMXUA,2021-09-01,,
UDMXUA,2020-08-31,487956638.2703993,491607864.83072907
UDMXUA,2020-08-03,,
UDMXUA,2020-08-04,,
UDMXUA,2020-08-05,,
UDMXUA,2020-08-06,,
UDMXUA,2020-08-07,,
UDMXUA,2020-08-10,,
UDMXUA,2020-08-11,,
UDMXUA,2020-08-12,,
UDMXUA,2020-08-13,,
UDMXUA,2020-08-14,,
UDMXUA,2020-08-17,,
UDMXUA,2020-08-18,,
UDMXUA,2020-08-19,,
UDMXUA,2020-08-20,,
UDMXUA,2020-08-21,,
UDMXUA,2020-08-24,,
UDMXUA,2020-08-25,,
UDMXUA,2020-08-26,,
UDMXUA,2020-08-27,,
UDMXUA,2020-08-28,,
UDMXUA,2020-08-31,,
UDMXUA,2020-09-01,,
UDMXUA,2020-09-02,,
UDMXUA,2020-09-03,,
UDMXUA,2020-09-04,,
UDMXUA,2020-09-07,,
UDMXUA,2020-09-08,,
UDMXUA,2020-09-09,,
UDMXUA,2020-09-10,,
UDMXUA,2020-09-11,,
UDMXUA,2020-09-14,,
UDMXUA,2020-09-15,,
UDMXUA,2020-09-16,,
UDMXUA,2020-09-17,,
UDMXUA,2020-09-18,,
UDMXUA,2020-09-21,,
UDMXUA,2020-09-22,,
UDMXUA,2020-09-23,,
UDMXUA,2020-09-24,,
UDMXUA,2020-09-25,,
UDMXUA,2020-09-28,,
UDMXUA,2020-09-29,,
UDMXUA,2020-09-30,,
UDMXUA,2020-10-28,,854137047.4044818
UDMXUA,2020-10-28,491610185.8512751,854134852.4680556
UDMXUA,2020-10-09,,
UDMXUA,2020-10-12,,
UDMXUA,2020-10-13,,
UDMXUA,2020-10-14,,
UDMXUA,2020-10-15,,
UDMXUA,2020-10-16,,
UDMXUA,2020-10-19,,
UDMXUA,2020-10-20,,
UDMXUA,2020-10-21,,
UDMXUA,2020-10-22,,
UDMXUA,2020-10-23,,
UDMXUA,2020-10-26,,
UDMXUA,2020-10-27,,
UDMXUA,2020-10-28,,
UDMXUA,2020-10-29,,
UDMXUA,2020-10-30,,
UDMXUA,2020-11-02,,
UDMXUA,2020-11-03,,
UDMXUA,2020-11-04,,
UDMXUA,2020-11-05,,
UDMXUA,2020-11-06,,
UDMXUA,2020-11-09,,
UDMXUA,2020-11-10,,
UDMXUA,2020-11-11,,
UDMXUA,2020-11-12,,
UDMXUA,2020-11-13,,
